review_id,review_text,sentiment_label,sentiment_category
REV_00967,Spacious cabin excellent legroom and the ventilated leather seats are fantastic.,2,Positive
REV_00238,Best car in the compact SUV segment superb ground clearance and commanding road presence.,2,Positive
REV_00406,Dealership delivered car on time with flawless customer support and transparent pricing.,2,Positive
REV_00003,Poor fit and finish uneven panel gaps water ingress in tail lamp during monsoon rain.,0,Negative
REV_00007,Tata build quality feels sturdy solid and the 5 star crash safety gives peace of mind.,2,Positive
REV_00312,Touchscreen freezes repeatedly reverse camera fails to display and Bluetooth disconnects.,0,Negative
REV_01091,Fuel mileage is around 14 kmpl which is standard for a 1.2 liter petrol engine.,1,Neutral
REV_00452,The dashboard plastics are decent neither too premium nor terribly cheap.,1,Neutral
REV_00722,Braking bite is acceptable pedal feel is progressive under normal city driving.,1,Neutral
REV_00216,Terrible lag in the AMT gearbox jerky gear shifts and constant hesitation when overtaking.,0,Negative
REV_01086,Shocking rattling noises from dashboard within two months and service center was unhelpful.,0,Negative
REV_00028,Tata build quality feels sturdy solid and the 5 star crash safety gives peace of mind.,2,Positive
REV_01158,Extremely harsh ride every road imperfection sends vibrations directly into the cabin spine.,0,Negative
REV_00362,Styling is conventional blend in with traffic neither striking nor ugly.,1,Neutral
REV_00823,Incredible electric acceleration instant torque and regenerative braking works flawlessly.,2,Positive
REV_00781,Dealership delivered car on time with flawless customer support and transparent pricing.,2,Positive
REV_00629,Servicing cost was as quoted in the user manual no surprise charges but nothing special.,1,Neutral
REV_00454,Outstanding fuel economy and exceptionally smooth automatic transmission on highway.,2,Positive
REV_00739,Infotainment screen is responsive Apple CarPlay connects seamlessly and audio is crisp.,2,Positive
REV_00536,Fuel mileage is around 14 kmpl which is standard for a 1.2 liter petrol engine.,1,Neutral
REV_01050,Touchscreen freezes repeatedly reverse camera fails to display and Bluetooth disconnects.,0,Negative
REV_00399,Steering feels dead vague centering and excessive body roll when cornering at speed.,0,Negative
REV_00257,Cabin acoustics are okay slight wind noise above 90 kmh but manageable with music.,1,Neutral
REV_00292,Tata build quality feels sturdy solid and the 5 star crash safety gives peace of mind.,2,Positive
REV_00026,Average vehicle performance adequate for daily office commute but lacks highway punch.,1,Neutral
REV_00337,The ride comfort and suspension absorption on potholes is truly best in class.,2,Positive
REV_00585,Extremely harsh ride every road imperfection sends vibrations directly into the cabin spine.,0,Negative
REV_00048,Disastrous mileage barely gives 8 kmpl in city traffic company claims are completely false.,0,Negative
REV_00319,Cruising at triple digits is effortless stability is rock solid and steering is precise.,2,Positive
REV_00107,The dashboard plastics are decent neither too premium nor terribly cheap.,1,Neutral
REV_00799,Dealership delivered car on time with flawless customer support and transparent pricing.,2,Positive
REV_00056,Suspension is slightly stiff over bumps but handles straight highway roads decently.,1,Neutral
REV_00523,Infotainment screen is responsive Apple CarPlay connects seamlessly and audio is crisp.,2,Positive
REV_00214,Infotainment screen is responsive Apple CarPlay connects seamlessly and audio is crisp.,2,Positive
REV_00121,Super quiet cabin NVH insulation is refined and highway mileage exceeded expectations.,2,Positive
REV_00918,Extremely harsh ride every road imperfection sends vibrations directly into the cabin spine.,0,Negative
REV_01068,Repeated battery drainage issues breakdown on highway stranded with family zero roadside assist.,0,Negative
REV_01118,Decent boot space for weekend luggage though three adults in the rear is a bit tight.,1,Neutral
REV_00073,The ride comfort and suspension absorption on potholes is truly best in class.,2,Positive
REV_00948,A/C cooling is ineffective takes over twenty minutes to chill cabin on sunny afternoons.,0,Negative
REV_00747,Worst customer service experience dealership kept car for five days without diagnosing error.,0,Negative
REV_00716,Styling is conventional blend in with traffic neither striking nor ugly.,1,Neutral
REV_00558,Repeated battery drainage issues breakdown on highway stranded with family zero roadside assist.,0,Negative
REV_01082,Braking bite is acceptable pedal feel is progressive under normal city driving.,1,Neutral
REV_01046,Servicing cost was as quoted in the user manual no surprise charges but nothing special.,1,Neutral
REV_00553,Cruising at triple digits is effortless stability is rock solid and steering is precise.,2,Positive
REV_00562,Spacious cabin excellent legroom and the ventilated leather seats are fantastic.,2,Positive
REV_00425,Styling is conventional blend in with traffic neither striking nor ugly.,1,Neutral
REV_01014,Shocking rattling noises from dashboard within two months and service center was unhelpful.,0,Negative
REV_00326,Styling is conventional blend in with traffic neither striking nor ugly.,1,Neutral
REV_00924,Steering feels dead vague centering and excessive body roll when cornering at speed.,0,Negative
REV_00317,The dashboard plastics are decent neither too premium nor terribly cheap.,1,Neutral
REV_00804,Worst customer service experience dealership kept car for five days without diagnosing error.,0,Negative
REV_01163,Infotainment has basic features bluetooth works fine but screen brightness is average.,1,Neutral
REV_00529,Super quiet cabin NVH insulation is refined and highway mileage exceeded expectations.,2,Positive
REV_00837,A/C cooling is ineffective takes over twenty minutes to chill cabin on sunny afternoons.,0,Negative
REV_00715,Dealership delivered car on time with flawless customer support and transparent pricing.,2,Positive
REV_00901,Tata build quality feels sturdy solid and the 5 star crash safety gives peace of mind.,2,Positive
REV_00061,Infotainment screen is responsive Apple CarPlay connects seamlessly and audio is crisp.,2,Positive
REV_00723,Terrible lag in the AMT gearbox jerky gear shifts and constant hesitation when overtaking.,0,Negative
REV_00093,Extremely harsh ride every road imperfection sends vibrations directly into the cabin spine.,0,Negative
REV_00858,A/C cooling is ineffective takes over twenty minutes to chill cabin on sunny afternoons.,0,Negative
REV_00619,Incredible electric acceleration instant torque and regenerative braking works flawlessly.,2,Positive
REV_00352,Spacious cabin excellent legroom and the ventilated leather seats are fantastic.,2,Positive
REV_00933,A/C cooling is ineffective takes over twenty minutes to chill cabin on sunny afternoons.,0,Negative
REV_00281,Servicing cost was as quoted in the user manual no surprise charges but nothing special.,1,Neutral
REV_00421,Infotainment screen is responsive Apple CarPlay connects seamlessly and audio is crisp.,2,Positive
REV_01115,Decent boot space for weekend luggage though three adults in the rear is a bit tight.,1,Neutral
REV_00360,Terrible lag in the AMT gearbox jerky gear shifts and constant hesitation when overtaking.,0,Negative
REV_00423,Extremely harsh ride every road imperfection sends vibrations directly into the cabin spine.,0,Negative
REV_00679,Outstanding fuel economy and exceptionally smooth automatic transmission on highway.,2,Positive
REV_00527,Decent boot space for weekend luggage though three adults in the rear is a bit tight.,1,Neutral
REV_00478,Best car in the compact SUV segment superb ground clearance and commanding road presence.,2,Positive
REV_01095,A/C cooling is ineffective takes over twenty minutes to chill cabin on sunny afternoons.,0,Negative
REV_00183,Terrible lag in the AMT gearbox jerky gear shifts and constant hesitation when overtaking.,0,Negative
REV_01092,A/C cooling is ineffective takes over twenty minutes to chill cabin on sunny afternoons.,0,Negative
REV_00433,Super quiet cabin NVH insulation is refined and highway mileage exceeded expectations.,2,Positive
REV_00111,Terrible lag in the AMT gearbox jerky gear shifts and constant hesitation when overtaking.,0,Negative
REV_00371,Suspension is slightly stiff over bumps but handles straight highway roads decently.,1,Neutral
REV_00240,Shocking rattling noises from dashboard within two months and service center was unhelpful.,0,Negative
REV_00709,The ride comfort and suspension absorption on potholes is truly best in class.,2,Positive
REV_00630,Touchscreen freezes repeatedly reverse camera fails to display and Bluetooth disconnects.,0,Negative
REV_00594,Shocking rattling noises from dashboard within two months and service center was unhelpful.,0,Negative
REV_00486,Shocking rattling noises from dashboard within two months and service center was unhelpful.,0,Negative
REV_00701,Decent boot space for weekend luggage though three adults in the rear is a bit tight.,1,Neutral
REV_00262,The ride comfort and suspension absorption on potholes is truly best in class.,2,Positive
REV_00480,Steering feels dead vague centering and excessive body roll when cornering at speed.,0,Negative
REV_00650,Average vehicle performance adequate for daily office commute but lacks highway punch.,1,Neutral
REV_00340,Super quiet cabin NVH insulation is refined and highway mileage exceeded expectations.,2,Positive
REV_00669,Worst customer service experience dealership kept car for five days without diagnosing error.,0,Negative
REV_00552,Shocking rattling noises from dashboard within two months and service center was unhelpful.,0,Negative
REV_00459,Touchscreen freezes repeatedly reverse camera fails to display and Bluetooth disconnects.,0,Negative
REV_00184,Outstanding fuel economy and exceptionally smooth automatic transmission on highway.,2,Positive
REV_00138,Extremely harsh ride every road imperfection sends vibrations directly into the cabin spine.,0,Negative
REV_01161,Steering feels dead vague centering and excessive body roll when cornering at speed.,0,Negative
REV_00707,Fuel mileage is around 14 kmpl which is standard for a 1.2 liter petrol engine.,1,Neutral
REV_00582,Poor fit and finish uneven panel gaps water ingress in tail lamp during monsoon rain.,0,Negative
REV_00081,Repeated battery drainage issues breakdown on highway stranded with family zero roadside assist.,0,Negative
REV_00769,Cruising at triple digits is effortless stability is rock solid and steering is precise.,2,Positive
REV_00870,Shocking rattling noises from dashboard within two months and service center was unhelpful.,0,Negative
REV_00762,Terrible lag in the AMT gearbox jerky gear shifts and constant hesitation when overtaking.,0,Negative
REV_00030,Disastrous mileage barely gives 8 kmpl in city traffic company claims are completely false.,0,Negative
REV_00542,Decent boot space for weekend luggage though three adults in the rear is a bit tight.,1,Neutral
REV_00166,Outstanding fuel economy and exceptionally smooth automatic transmission on highway.,2,Positive
REV_00249,Disastrous mileage barely gives 8 kmpl in city traffic company claims are completely false.,0,Negative
REV_00308,Infotainment has basic features bluetooth works fine but screen brightness is average.,1,Neutral
REV_00448,Outstanding fuel economy and exceptionally smooth automatic transmission on highway.,2,Positive
REV_00347,The dashboard plastics are decent neither too premium nor terribly cheap.,1,Neutral
REV_00335,Styling is conventional blend in with traffic neither striking nor ugly.,1,Neutral
REV_00286,Cruising at triple digits is effortless stability is rock solid and steering is precise.,2,Positive
REV_00950,The dashboard plastics are decent neither too premium nor terribly cheap.,1,Neutral
REV_00098,Decent boot space for weekend luggage though three adults in the rear is a bit tight.,1,Neutral
REV_00468,Touchscreen freezes repeatedly reverse camera fails to display and Bluetooth disconnects.,0,Negative
REV_01037,Suspension is slightly stiff over bumps but handles straight highway roads decently.,1,Neutral
REV_00913,Spacious cabin excellent legroom and the ventilated leather seats are fantastic.,2,Positive
REV_00756,A/C cooling is ineffective takes over twenty minutes to chill cabin on sunny afternoons.,0,Negative
REV_00945,Shocking rattling noises from dashboard within two months and service center was unhelpful.,0,Negative
REV_00614,Suspension is slightly stiff over bumps but handles straight highway roads decently.,1,Neutral
REV_00802,Dealership delivered car on time with flawless customer support and transparent pricing.,2,Positive
REV_00758,Infotainment has basic features bluetooth works fine but screen brightness is average.,1,Neutral
REV_00689,The dashboard plastics are decent neither too premium nor terribly cheap.,1,Neutral
REV_00066,Worst customer service experience dealership kept car for five days without diagnosing error.,0,Negative
REV_00794,The dashboard plastics are decent neither too premium nor terribly cheap.,1,Neutral
REV_00744,Shocking rattling noises from dashboard within two months and service center was unhelpful.,0,Negative
REV_00568,Tata build quality feels sturdy solid and the 5 star crash safety gives peace of mind.,2,Positive
REV_01084,Outstanding fuel economy and exceptionally smooth automatic transmission on highway.,2,Positive
REV_01099,Cruising at triple digits is effortless stability is rock solid and steering is precise.,2,Positive
REV_00303,Terrible lag in the AMT gearbox jerky gear shifts and constant hesitation when overtaking.,0,Negative
REV_00255,Disastrous mileage barely gives 8 kmpl in city traffic company claims are completely false.,0,Negative
REV_00959,Suspension is slightly stiff over bumps but handles straight highway roads decently.,1,Neutral
REV_01024,Spacious cabin excellent legroom and the ventilated leather seats are fantastic.,2,Positive
REV_00313,Best car in the compact SUV segment superb ground clearance and commanding road presence.,2,Positive
REV_00530,Styling is conventional blend in with traffic neither striking nor ugly.,1,Neutral
REV_00222,Steering feels dead vague centering and excessive body roll when cornering at speed.,0,Negative
REV_00389,Infotainment has basic features bluetooth works fine but screen brightness is average.,1,Neutral
REV_00236,Infotainment has basic features bluetooth works fine but screen brightness is average.,1,Neutral
REV_00810,Worst customer service experience dealership kept car for five days without diagnosing error.,0,Negative
REV_00483,Extremely harsh ride every road imperfection sends vibrations directly into the cabin spine.,0,Negative
REV_00713,Average vehicle performance adequate for daily office commute but lacks highway punch.,1,Neutral
REV_00306,Terrible lag in the AMT gearbox jerky gear shifts and constant hesitation when overtaking.,0,Negative
REV_01111,Dealership delivered car on time with flawless customer support and transparent pricing.,2,Positive
REV_01090,The ride comfort and suspension absorption on potholes is truly best in class.,2,Positive
REV_00772,Infotainment screen is responsive Apple CarPlay connects seamlessly and audio is crisp.,2,Positive
REV_00917,The dashboard plastics are decent neither too premium nor terribly cheap.,1,Neutral
REV_01139,Styling is conventional blend in with traffic neither striking nor ugly.,1,Neutral
REV_00250,Outstanding fuel economy and exceptionally smooth automatic transmission on highway.,2,Positive
REV_00760,Super quiet cabin NVH insulation is refined and highway mileage exceeded expectations.,2,Positive
REV_00595,Infotainment screen is responsive Apple CarPlay connects seamlessly and audio is crisp.,2,Positive
REV_00072,Extremely harsh ride every road imperfection sends vibrations directly into the cabin spine.,0,Negative
REV_00095,Decent boot space for weekend luggage though three adults in the rear is a bit tight.,1,Neutral
REV_00546,Touchscreen freezes repeatedly reverse camera fails to display and Bluetooth disconnects.,0,Negative
REV_00034,Tata build quality feels sturdy solid and the 5 star crash safety gives peace of mind.,2,Positive
REV_00862,Cruising at triple digits is effortless stability is rock solid and steering is precise.,2,Positive
REV_00579,Steering feels dead vague centering and excessive body roll when cornering at speed.,0,Negative
REV_00449,Average vehicle performance adequate for daily office commute but lacks highway punch.,1,Neutral
REV_00446,Fuel mileage is around 14 kmpl which is standard for a 1.2 liter petrol engine.,1,Neutral
REV_00260,Fuel mileage is around 14 kmpl which is standard for a 1.2 liter petrol engine.,1,Neutral
REV_00205,Tata build quality feels sturdy solid and the 5 star crash safety gives peace of mind.,2,Positive
REV_00573,Disastrous mileage barely gives 8 kmpl in city traffic company claims are completely false.,0,Negative
REV_00824,Servicing cost was as quoted in the user manual no surprise charges but nothing special.,1,Neutral
REV_00586,Spacious cabin excellent legroom and the ventilated leather seats are fantastic.,2,Positive
REV_00366,Terrible lag in the AMT gearbox jerky gear shifts and constant hesitation when overtaking.,0,Negative
REV_00812,Cabin acoustics are okay slight wind noise above 90 kmh but manageable with music.,1,Neutral
REV_00078,Steering feels dead vague centering and excessive body roll when cornering at speed.,0,Negative
REV_00085,Cruising at triple digits is effortless stability is rock solid and steering is precise.,2,Positive
REV_00539,Styling is conventional blend in with traffic neither striking nor ugly.,1,Neutral
REV_00083,Braking bite is acceptable pedal feel is progressive under normal city driving.,1,Neutral
REV_00458,The dashboard plastics are decent neither too premium nor terribly cheap.,1,Neutral
REV_01138,Dealership delivered car on time with flawless customer support and transparent pricing.,2,Positive
REV_00615,Worst customer service experience dealership kept car for five days without diagnosing error.,0,Negative
REV_01186,Super quiet cabin NVH insulation is refined and highway mileage exceeded expectations.,2,Positive
REV_01076,Braking bite is acceptable pedal feel is progressive under normal city driving.,1,Neutral
REV_00737,Servicing cost was as quoted in the user manual no surprise charges but nothing special.,1,Neutral
REV_00437,Braking bite is acceptable pedal feel is progressive under normal city driving.,1,Neutral
REV_00555,A/C cooling is ineffective takes over twenty minutes to chill cabin on sunny afternoons.,0,Negative
REV_01080,Repeated battery drainage issues breakdown on highway stranded with family zero roadside assist.,0,Negative
REV_01062,Terrible lag in the AMT gearbox jerky gear shifts and constant hesitation when overtaking.,0,Negative
REV_00351,Repeated battery drainage issues breakdown on highway stranded with family zero roadside assist.,0,Negative
REV_00197,Infotainment has basic features bluetooth works fine but screen brightness is average.,1,Neutral
REV_00465,Worst customer service experience dealership kept car for five days without diagnosing error.,0,Negative
REV_00589,Spacious cabin excellent legroom and the ventilated leather seats are fantastic.,2,Positive
REV_00006,Worst customer service experience dealership kept car for five days without diagnosing error.,0,Negative
REV_00311,The dashboard plastics are decent neither too premium nor terribly cheap.,1,Neutral
REV_00662,Servicing cost was as quoted in the user manual no surprise charges but nothing special.,1,Neutral
REV_00405,A/C cooling is ineffective takes over twenty minutes to chill cabin on sunny afternoons.,0,Negative
REV_01196,Cabin acoustics are okay slight wind noise above 90 kmh but manageable with music.,1,Neutral
REV_01044,Steering feels dead vague centering and excessive body roll when cornering at speed.,0,Negative
REV_01058,Servicing cost was as quoted in the user manual no surprise charges but nothing special.,1,Neutral
REV_00105,Poor fit and finish uneven panel gaps water ingress in tail lamp during monsoon rain.,0,Negative
REV_00537,Steering feels dead vague centering and excessive body roll when cornering at speed.,0,Negative
REV_00606,Steering feels dead vague centering and excessive body roll when cornering at speed.,0,Negative
REV_00063,Touchscreen freezes repeatedly reverse camera fails to display and Bluetooth disconnects.,0,Negative
REV_00282,A/C cooling is ineffective takes over twenty minutes to chill cabin on sunny afternoons.,0,Negative
REV_01056,Repeated battery drainage issues breakdown on highway stranded with family zero roadside assist.,0,Negative
REV_00239,Cabin acoustics are okay slight wind noise above 90 kmh but manageable with music.,1,Neutral
REV_00224,Fuel mileage is around 14 kmpl which is standard for a 1.2 liter petrol engine.,1,Neutral
REV_00146,Average vehicle performance adequate for daily office commute but lacks highway punch.,1,Neutral
REV_01119,Poor fit and finish uneven panel gaps water ingress in tail lamp during monsoon rain.,0,Negative
REV_00374,The dashboard plastics are decent neither too premium nor terribly cheap.,1,Neutral
REV_00119,Decent boot space for weekend luggage though three adults in the rear is a bit tight.,1,Neutral
REV_00803,Servicing cost was as quoted in the user manual no surprise charges but nothing special.,1,Neutral
REV_00251,Braking bite is acceptable pedal feel is progressive under normal city driving.,1,Neutral
REV_01157,Suspension is slightly stiff over bumps but handles straight highway roads decently.,1,Neutral
REV_00010,Incredible electric acceleration instant torque and regenerative braking works flawlessly.,2,Positive
REV_00450,Shocking rattling noises from dashboard within two months and service center was unhelpful.,0,Negative
REV_00874,Outstanding fuel economy and exceptionally smooth automatic transmission on highway.,2,Positive
REV_00390,Repeated battery drainage issues breakdown on highway stranded with family zero roadside assist.,0,Negative
REV_00966,Disastrous mileage barely gives 8 kmpl in city traffic company claims are completely false.,0,Negative
REV_00461,Decent boot space for weekend luggage though three adults in the rear is a bit tight.,1,Neutral
REV_01147,The ride comfort and suspension absorption on potholes is truly best in class.,2,Positive
REV_00145,Outstanding fuel economy and exceptionally smooth automatic transmission on highway.,2,Positive
REV_00502,Outstanding fuel economy and exceptionally smooth automatic transmission on highway.,2,Positive
REV_01108,Dealership delivered car on time with flawless customer support and transparent pricing.,2,Positive
REV_00540,Terrible lag in the AMT gearbox jerky gear shifts and constant hesitation when overtaking.,0,Negative
REV_00178,The ride comfort and suspension absorption on potholes is truly best in class.,2,Positive
REV_01159,Incredible electric acceleration instant torque and regenerative braking works flawlessly.,2,Positive
REV_01051,Outstanding fuel economy and exceptionally smooth automatic transmission on highway.,2,Positive
REV_00584,Servicing cost was as quoted in the user manual no surprise charges but nothing special.,1,Neutral
REV_01195,Infotainment screen is responsive Apple CarPlay connects seamlessly and audio is crisp.,2,Positive
REV_00008,Decent boot space for weekend luggage though three adults in the rear is a bit tight.,1,Neutral
REV_00574,Cruising at triple digits is effortless stability is rock solid and steering is precise.,2,Positive
REV_00843,Repeated battery drainage issues breakdown on highway stranded with family zero roadside assist.,0,Negative
REV_00358,Super quiet cabin NVH insulation is refined and highway mileage exceeded expectations.,2,Positive
REV_00330,Steering feels dead vague centering and excessive body roll when cornering at speed.,0,Negative
REV_00705,Touchscreen freezes repeatedly reverse camera fails to display and Bluetooth disconnects.,0,Negative
REV_00830,Infotainment has basic features bluetooth works fine but screen brightness is average.,1,Neutral
REV_00259,Best car in the compact SUV segment superb ground clearance and commanding road presence.,2,Positive
REV_00891,Touchscreen freezes repeatedly reverse camera fails to display and Bluetooth disconnects.,0,Negative
REV_00834,A/C cooling is ineffective takes over twenty minutes to chill cabin on sunny afternoons.,0,Negative
REV_01188,Touchscreen freezes repeatedly reverse camera fails to display and Bluetooth disconnects.,0,Negative
REV_00905,Infotainment has basic features bluetooth works fine but screen brightness is average.,1,Neutral
REV_00526,Best car in the compact SUV segment superb ground clearance and commanding road presence.,2,Positive
REV_00814,Infotainment screen is responsive Apple CarPlay connects seamlessly and audio is crisp.,2,Positive
REV_00732,Touchscreen freezes repeatedly reverse camera fails to display and Bluetooth disconnects.,0,Negative
REV_01032,Extremely harsh ride every road imperfection sends vibrations directly into the cabin spine.,0,Negative
REV_01141,Outstanding fuel economy and exceptionally smooth automatic transmission on highway.,2,Positive
REV_00441,Repeated battery drainage issues breakdown on highway stranded with family zero roadside assist.,0,Negative
REV_00532,Super quiet cabin NVH insulation is refined and highway mileage exceeded expectations.,2,Positive
REV_00960,A/C cooling is ineffective takes over twenty minutes to chill cabin on sunny afternoons.,0,Negative
REV_00229,Super quiet cabin NVH insulation is refined and highway mileage exceeded expectations.,2,Positive
REV_01041,Steering feels dead vague centering and excessive body roll when cornering at speed.,0,Negative
REV_00213,Repeated battery drainage issues breakdown on highway stranded with family zero roadside assist.,0,Negative
REV_00080,Cabin acoustics are okay slight wind noise above 90 kmh but manageable with music.,1,Neutral
REV_00149,Suspension is slightly stiff over bumps but handles straight highway roads decently.,1,Neutral
REV_00592,Infotainment screen is responsive Apple CarPlay connects seamlessly and audio is crisp.,2,Positive
REV_00708,Shocking rattling noises from dashboard within two months and service center was unhelpful.,0,Negative
REV_00590,Infotainment has basic features bluetooth works fine but screen brightness is average.,1,Neutral
REV_00134,Servicing cost was as quoted in the user manual no surprise charges but nothing special.,1,Neutral
REV_00782,Braking bite is acceptable pedal feel is progressive under normal city driving.,1,Neutral
REV_00409,Tata build quality feels sturdy solid and the 5 star crash safety gives peace of mind.,2,Positive
REV_00970,Incredible electric acceleration instant torque and regenerative braking works flawlessly.,2,Positive
REV_00508,Outstanding fuel economy and exceptionally smooth automatic transmission on highway.,2,Positive
REV_00877,Spacious cabin excellent legroom and the ventilated leather seats are fantastic.,2,Positive
REV_00505,Best car in the compact SUV segment superb ground clearance and commanding road presence.,2,Positive
REV_00719,Infotainment has basic features bluetooth works fine but screen brightness is average.,1,Neutral
REV_00348,Repeated battery drainage issues breakdown on highway stranded with family zero roadside assist.,0,Negative
REV_00387,Extremely harsh ride every road imperfection sends vibrations directly into the cabin spine.,0,Negative
REV_00001,Dealership delivered car on time with flawless customer support and transparent pricing.,2,Positive
REV_00361,Infotainment screen is responsive Apple CarPlay connects seamlessly and audio is crisp.,2,Positive
REV_01134,A/C cooling is ineffective takes over twenty minutes to chill cabin on sunny afternoons.,0,Negative
REV_00476,Braking bite is acceptable pedal feel is progressive under normal city driving.,1,Neutral
REV_00778,Cruising at triple digits is effortless stability is rock solid and steering is precise.,2,Positive
REV_00754,Spacious cabin excellent legroom and the ventilated leather seats are fantastic.,2,Positive
REV_00173,Infotainment has basic features bluetooth works fine but screen brightness is average.,1,Neutral
REV_00451,Incredible electric acceleration instant torque and regenerative braking works flawlessly.,2,Positive
REV_00126,Disastrous mileage barely gives 8 kmpl in city traffic company claims are completely false.,0,Negative
REV_00931,Cruising at triple digits is effortless stability is rock solid and steering is precise.,2,Positive
REV_00531,Repeated battery drainage issues breakdown on highway stranded with family zero roadside assist.,0,Negative
REV_00091,Tata build quality feels sturdy solid and the 5 star crash safety gives peace of mind.,2,Positive
REV_01162,The ride comfort and suspension absorption on potholes is truly best in class.,2,Positive
REV_00182,Infotainment has basic features bluetooth works fine but screen brightness is average.,1,Neutral
REV_01027,Outstanding fuel economy and exceptionally smooth automatic transmission on highway.,2,Positive
REV_01000,Best car in the compact SUV segment superb ground clearance and commanding road presence.,2,Positive
REV_00252,Disastrous mileage barely gives 8 kmpl in city traffic company claims are completely false.,0,Negative
REV_00070,Best car in the compact SUV segment superb ground clearance and commanding road presence.,2,Positive
REV_00132,Repeated battery drainage issues breakdown on highway stranded with family zero roadside assist.,0,Negative
REV_00301,Incredible electric acceleration instant torque and regenerative braking works flawlessly.,2,Positive
REV_01133,Infotainment has basic features bluetooth works fine but screen brightness is average.,1,Neutral
REV_00327,Terrible lag in the AMT gearbox jerky gear shifts and constant hesitation when overtaking.,0,Negative
REV_01020,Extremely harsh ride every road imperfection sends vibrations directly into the cabin spine.,0,Negative
REV_00500,The dashboard plastics are decent neither too premium nor terribly cheap.,1,Neutral
REV_00666,Extremely harsh ride every road imperfection sends vibrations directly into the cabin spine.,0,Negative
REV_00919,Incredible electric acceleration instant torque and regenerative braking works flawlessly.,2,Positive
REV_00496,Outstanding fuel economy and exceptionally smooth automatic transmission on highway.,2,Positive
REV_00339,Poor fit and finish uneven panel gaps water ingress in tail lamp during monsoon rain.,0,Negative
REV_00964,Dealership delivered car on time with flawless customer support and transparent pricing.,2,Positive
REV_00165,Terrible lag in the AMT gearbox jerky gear shifts and constant hesitation when overtaking.,0,Negative
REV_00029,Decent boot space for weekend luggage though three adults in the rear is a bit tight.,1,Neutral
REV_00517,Incredible electric acceleration instant torque and regenerative braking works flawlessly.,2,Positive
REV_00194,Average vehicle performance adequate for daily office commute but lacks highway punch.,1,Neutral
REV_01104,Worst customer service experience dealership kept car for five days without diagnosing error.,0,Negative
REV_00170,Fuel mileage is around 14 kmpl which is standard for a 1.2 liter petrol engine.,1,Neutral
REV_01059,Extremely harsh ride every road imperfection sends vibrations directly into the cabin spine.,0,Negative
REV_00174,Terrible lag in the AMT gearbox jerky gear shifts and constant hesitation when overtaking.,0,Negative
REV_00519,Shocking rattling noises from dashboard within two months and service center was unhelpful.,0,Negative
REV_00969,Worst customer service experience dealership kept car for five days without diagnosing error.,0,Negative
REV_00702,A/C cooling is ineffective takes over twenty minutes to chill cabin on sunny afternoons.,0,Negative
REV_00492,Repeated battery drainage issues breakdown on highway stranded with family zero roadside assist.,0,Negative
REV_00074,Infotainment has basic features bluetooth works fine but screen brightness is average.,1,Neutral
REV_00981,Disastrous mileage barely gives 8 kmpl in city traffic company claims are completely false.,0,Negative
REV_00588,Extremely harsh ride every road imperfection sends vibrations directly into the cabin spine.,0,Negative
REV_00235,Incredible electric acceleration instant torque and regenerative braking works flawlessly.,2,Positive
REV_00215,Cabin acoustics are okay slight wind noise above 90 kmh but manageable with music.,1,Neutral
REV_00947,The dashboard plastics are decent neither too premium nor terribly cheap.,1,Neutral
REV_00133,Tata build quality feels sturdy solid and the 5 star crash safety gives peace of mind.,2,Positive
REV_01156,Dealership delivered car on time with flawless customer support and transparent pricing.,2,Positive
REV_00733,Tata build quality feels sturdy solid and the 5 star crash safety gives peace of mind.,2,Positive
REV_00941,Fuel mileage is around 14 kmpl which is standard for a 1.2 liter petrol engine.,1,Neutral
REV_00186,Touchscreen freezes repeatedly reverse camera fails to display and Bluetooth disconnects.,0,Negative
REV_00042,Touchscreen freezes repeatedly reverse camera fails to display and Bluetooth disconnects.,0,Negative
REV_00109,Spacious cabin excellent legroom and the ventilated leather seats are fantastic.,2,Positive
REV_00849,Poor fit and finish uneven panel gaps water ingress in tail lamp during monsoon rain.,0,Negative
REV_00569,Decent boot space for weekend luggage though three adults in the rear is a bit tight.,1,Neutral
REV_00651,Terrible lag in the AMT gearbox jerky gear shifts and constant hesitation when overtaking.,0,Negative
REV_01001,Average vehicle performance adequate for daily office commute but lacks highway punch.,1,Neutral
REV_01166,Styling is conventional blend in with traffic neither striking nor ugly.,1,Neutral
REV_00484,Best car in the compact SUV segment superb ground clearance and commanding road presence.,2,Positive
REV_00469,Tata build quality feels sturdy solid and the 5 star crash safety gives peace of mind.,2,Positive
REV_00025,Best car in the compact SUV segment superb ground clearance and commanding road presence.,2,Positive
REV_00661,Incredible electric acceleration instant torque and regenerative braking works flawlessly.,2,Positive
REV_00680,Braking bite is acceptable pedal feel is progressive under normal city driving.,1,Neutral
REV_00753,Worst customer service experience dealership kept car for five days without diagnosing error.,0,Negative
REV_00994,Cruising at triple digits is effortless stability is rock solid and steering is precise.,2,Positive
REV_00367,Cruising at triple digits is effortless stability is rock solid and steering is precise.,2,Positive
REV_00840,Poor fit and finish uneven panel gaps water ingress in tail lamp during monsoon rain.,0,Negative
REV_01053,A/C cooling is ineffective takes over twenty minutes to chill cabin on sunny afternoons.,0,Negative
REV_00384,Worst customer service experience dealership kept car for five days without diagnosing error.,0,Negative
REV_00455,Braking bite is acceptable pedal feel is progressive under normal city driving.,1,Neutral
